,beach_address,beach_name,country_state,country,latitude,longitude,postal_code,formatted_address,location_type,Img url
344,Wreck Point Abrolhos Islands Western Australia AUSTRALIA,Wreck Point,Western Australia,AUSTRALIA,-28.3001002,113.5951698,Australia,"North Island, Houtman Abrolhos WA 6530, Australia",APPROXIMATE,
345,Brisbane River Queensland AUSTRALIA,Brisbane River,Queensland,AUSTRALIA,-26.8951068,152.318608,,,APPROXIMATE,
346,Port Phillip Bay Victoria AUSTRALIA,Port Phillip Bay,Victoria,AUSTRALIA,-38.173206,144.8731219,,,APPROXIMATE,Port Phillip Bay
347,Blairgowrie Victoria AUSTRALIA,Blairgowrie,Victoria,AUSTRALIA,-38.36,144.769,3942,"Blairgowrie VIC 3942, Australia",APPROXIMATE,Blairgowrie
348,West Beach Adelaide South Australia AUSTRALIA,West Beach,South Australia,AUSTRALIA,-34.945278,138.50375,,,APPROXIMATE,
349,Opal Reef Queensland AUSTRALIA,Opal Reef,Queensland,AUSTRALIA,-16.2104561,145.881327,,,APPROXIMATE,
350,Stockton Beach New South Wales AUSTRALIA,Stockton Beach,New South Wales,AUSTRALIA,-32.8054122,151.9608991,,,APPROXIMATE,
353,7 km off Trigg surf beach Perth Western Australia AUSTRALIA,7 km off Trigg surf beach,Western Australia,AUSTRALIA,-31.8744999,115.7531233,6029,"Trigg WA 6029, Australia",APPROXIMATE,
354,Lefthanders Beach Margaret River Western Australia AUSTRALIA,Lefthanders Beach,Western Australia,AUSTRALIA,-33.8752851,114.9861132,Australia,"Lefthanders Rd, Gracetown WA 6284, Australia",GEOMETRIC_CENTER,
357,Latitude Reef near Forster New South Wales AUSTRALIA,Latitude Reef,New South Wales,AUSTRALIA,-32.180556,152.511667,2428,"Forster NSW 2428, Australia",APPROXIMATE,
358,5 nm off Cervantes Western Australia AUSTRALIA,5 nm off Cervantes,Western Australia,AUSTRALIA,34.5199402,-105.8700901,,,APPROXIMATE,
359,Taree Old Bar Beach New South Wales AUSTRALIA,Taree,New South Wales,AUSTRALIA,-31.966667,152.583333,2430,"Old Bar NSW 2430, Australia",APPROXIMATE,
360,Fidos Reef 300 m east of Cook Island Cook Island is 2 miles from Tweed Heads Gold Coast Queensland AUSTRALIA,Fido's Reef,Queensland,AUSTRALIA,-28.1786656,153.5370011,,,APPROXIMATE,
361,Caves Beach New South Wales AUSTRALIA,Caves Beach,New South Wales,AUSTRALIA,-33.1063425,151.6450391,2281,"Caves Beach NSW 2281, Australia",APPROXIMATE,
362,Binningup Western Australia AUSTRALIA,Binningup,Western Australia,AUSTRALIA,-33.1357694,115.720616,6233,"Binningup WA 6233, Australia",APPROXIMATE,
363,Bushrangers Pass at Bass Point New South Wales AUSTRALIA,Bushrangers Pass at Bass Point,New South Wales,AUSTRALIA,-34.5973075,150.8997956,Australia,"Bushrangers Bay, Bass Point Tourist Rd, Shell Cove NSW 2529, Australia",GEOMETRIC_CENTER,
364,Redgate Beach Western Australia AUSTRALIA,Redgate Beach,Western Australia,AUSTRALIA,-34.0391747,114.998537,Australia,"Redgate Rd, Redgate WA 6286, Australia",GEOMETRIC_CENTER,
365,Collendina Beach east of Ocean Grove Victoria AUSTRALIA,Collendina Beach east of Ocean Grove,Victoria,AUSTRALIA,-38.271434,144.559141,3226,"177 Bonnyvale Rd., Ocean Grove VIC 3226, Australia",GEOMETRIC_CENTER,Collendina Beach east of Ocean Grove
366,Perth? Margaret River District Western Australia AUSTRALIA,Perth? (Margaret River District),Western Australia,AUSTRALIA,-33.9610465,115.0767388,6285,"Margaret River WA 6285, Australia",APPROXIMATE,
368,Seal Rocks north of Newcastle New South Wales AUSTRALIA,Seal Rocks,New South Wales,AUSTRALIA,-32.4353409,152.525707,2423,"Seal Rocks NSW 2423, Australia",APPROXIMATE,
369,Lighthouse Beach Seal Rocks New South Wales AUSTRALIA,Lighthouse Beach,New South Wales,AUSTRALIA,-32.4436471,152.5279357,Australia,"Lighthouse Beach, Seal Rocks NSW 2423, Australia",APPROXIMATE,
370,Goolwa Beach Fleurieu Peninsula South Australia AUSTRALIA,Goolwa Beach,South Australia,AUSTRALIA,-35.5,138.5,Australia,"Fleurieu Peninsula, Inman Valley SA 5211, Australia",APPROXIMATE,
371,Coogee Bay near Sydney New South Wales AUSTRALIA,Coogee Bay,New South Wales,AUSTRALIA,-33.9197737,151.249673,Australia,"Coogee Bay Rd, Sydney NSW, Australia",GEOMETRIC_CENTER,
372,Burleigh Lake on the Gold Coast Queensland AUSTRALIA,Burleigh Lake on the Gold Coast,Queensland,AUSTRALIA,-28.0877778,153.4408333,Australia,"Burleigh Lake, Burleigh Waters QLD 4220, Australia",APPROXIMATE,
373,Left break at the ‘Hot Spot’ at Sheringa Beach Western Australia AUSTRALIA,Left break at the ‘Hot Spot’ at Sheringa Beach,Western Australia,AUSTRALIA,-33.8917653,135.1889373,Australia,"Sheringa Beach, Sheringa SA 5607, Australia",APPROXIMATE,
374,Great Barrier Reef near Upolu Bay Queensland AUSTRALIA,Great Barrier Reef (near Upolu Bay),Queensland,AUSTRALIA,-16.6722064,145.9334219,4805,"Upolu Cay, Queensland 4805, Australia",APPROXIMATE,
375,Depth of 40 m on the wreck of the St Paul off Brisbane Queensland AUSTRALIA,Depth of 40 m on the wreck of the St. Paul off Brisbane,Queensland,AUSTRALIA,44.9537029,-93.0899578,,,APPROXIMATE,
376,Golden Beach Queensland AUSTRALIA,Golden Beach,Queensland,AUSTRALIA,-26.823,153.118,4551,"Golden Beach QLD 4551, Australia",APPROXIMATE,
377,Miami Lake Queensland AUSTRALIA,Miami Lake,Queensland,AUSTRALIA,-28.0769444,153.4366667,Australia,"Miami Lake, Burleigh Waters QLD 4220, Australia",APPROXIMATE,
379,Smoky Bay near Ceduna on the Eyre Peninsula South Australia AUSTRALIA,Smoky Bay,South Australia,AUSTRALIA,-32.3734009,133.9356801,5680,"Smoky Bay SA 5680, Australia",APPROXIMATE,
380,26 nautical miles out to sea off Lake Macquarie New South Wales AUSTRALIA,26 nautical miles out to sea off Lake Macquarie,New South Wales,AUSTRALIA,-31.433333,152.9,2444,"Port Macquarie NSW 2444, Australia",APPROXIMATE,
381,Bar Beach Newcastle New South Wales AUSTRALIA,Bar Beach,New South Wales,AUSTRALIA,-32.94,151.767778,2300,"Bar Beach NSW 2300, Australia",APPROXIMATE,
383,Paramatta River near Sydney New South Wales AUSTRALIA,Paramatta River (near Sydney),New South Wales,AUSTRALIA,-33.8344427,151.0923358,,,APPROXIMATE,
384,Just north of Fingal Spit New South Wales AUSTRALIA,Just north of Fingal Spit,New South Wales,AUSTRALIA,-32.750155,152.163187,2315,"Fingal Bay NSW 2315, Australia",APPROXIMATE,
385,Collie River Western Australia AUSTRALIA,Collie River,Western Australia,AUSTRALIA,-33.3057308,115.788155,,,APPROXIMATE,
386,Honeycombs 250 km south of Perth Western Australia AUSTRALIA,Honeycombs,Western Australia,AUSTRALIA,-31.9505269,115.8604572,,,APPROXIMATE,
387,Flat Rock Beach Lennox Head New South Wales AUSTRALIA,Flat Rock Beach,New South Wales,AUSTRALIA,-28.8423626,153.6019473,2478,"Flat Rock Rd, New South Wales 2478, Australia",GEOMETRIC_CENTER,
388,Leighton Beach south of North Cottesloe Western Australia AUSTRALIA,Leighton Beach,Western Australia,AUSTRALIA,-32.028432,115.7503284,Australia,"Leighton Beach Blvd, North Fremantle WA 6159, Australia",GEOMETRIC_CENTER,
389,200 miles offshore Queensland AUSTRALIA,200 miles offshore,Queensland,AUSTRALIA,-20.9175738,142.7027956,,,APPROXIMATE,
390,Moreton Bay NE of Brisbane Queensland AUSTRALIA,Moreton Bay,Queensland,AUSTRALIA,-27.3123953,153.3446649,,,APPROXIMATE,
391,Lord Howe Island island group 440 miles northeast of Sydney New South Wales AUSTRALIA,Lord Howe Island (island group 440 miles northeast of Sydney),New South Wales,AUSTRALIA,-31.5553263,159.0821211,,,APPROXIMATE,
392,Noraville New South Wales AUSTRALIA,Noraville,New South Wales,AUSTRALIA,-33.268863,151.5559438,2263,"Noraville NSW 2263, Australia",APPROXIMATE,
394,Nambucca River Entrance New South Wales AUSTRALIA,Nambucca River Entrance,New South Wales,AUSTRALIA,-30.6419702,152.9978834,2448,"Nambucca Heads NSW 2448, Australia",APPROXIMATE,
395,Albany incident took place 200 metres from swimmers Western Australia AUSTRALIA,Albany (incident took place 200 metres from swimmers),Western Australia,AUSTRALIA,-35.0269344,117.8837206,6330,"Albany WA 6330, Australia",APPROXIMATE,
396,Broome Head New South Wales AUSTRALIA,Broome Head,New South Wales,AUSTRALIA,-29.6430001,153.3074519,2463,"Brooms Head NSW 2463, Australia",APPROXIMATE,
397,South West Rocks New South Wales AUSTRALIA,South West Rocks,New South Wales,AUSTRALIA,-30.884167,153.040278,2431,"South West Rocks NSW 2431, Australia",APPROXIMATE,
398,Adelaide South Australia AUSTRALIA,Adelaide,South Australia,AUSTRALIA,-34.9284989,138.6007456,,,APPROXIMATE,
399,Flinders Cay Queensland AUSTRALIA,Flinders Cay,Queensland,AUSTRALIA,-21.0184301,144.4342138,,,APPROXIMATE,
400,3 km off Port Victoria Yorke Peninsula South Australia AUSTRALIA,3 km off Port Victoria,South Australia,AUSTRALIA,-34.496667,137.483333,5573,"Port Victoria SA 5573, Australia",APPROXIMATE,
401,Sykes Reef Great Barrier Reef Queensland AUSTRALIA,Sykes Reef,Queensland,AUSTRALIA,-23.4395139,152.0395475,4805,"Sykes Reef, Queensland 4805, Australia",APPROXIMATE,
402,Orpheus Island Queensland AUSTRALIA,Orpheus Island,Queensland,AUSTRALIA,-18.6160685,146.4971995,Australia,"Orpheus Island, Palm Island QLD 4816, Australia",APPROXIMATE,
403,Ceduna South Australia AUSTRALIA,Ceduna,South Australia,AUSTRALIA,-32.1305851,133.6817145,5690,"Ceduna SA 5690, Australia",APPROXIMATE,
404,Cottesloe Beach Perth Western Australia AUSTRALIA,Cottesloe Beach,Western Australia,AUSTRALIA,-32.0135412,115.7634366,6012,"Mosman Park, WA 6012, Australia",APPROXIMATE,
406,Peel Island Queensland AUSTRALIA,Peel Island,Queensland,AUSTRALIA,-27.5005735,153.3476127,Australia,"Peel Island, QLD 4184, Australia",APPROXIMATE,
407,Black Point Eyre Peninsula South Australia AUSTRALIA,Black Point,South Australia,AUSTRALIA,-34.6106775,137.8773175,5571,"Black Point SA 5571, Australia",APPROXIMATE,
408,Cactus Beach near Penong South Australia AUSTRALIA,Cactus Beach near Penong,South Australia,AUSTRALIA,-32.0835003,132.982204,5690,"Cactus Beach, Penong SA 5690, Australia",APPROXIMATE,
409,Wollongong New South Wales AUSTRALIA,Wollongong,New South Wales,AUSTRALIA,-34.4278121,150.8930607,2500,"Wollongong NSW 2500, Australia",APPROXIMATE,
410,Koonya Beach Melbourne Victoria AUSTRALIA,Koonya Beach,Victoria,AUSTRALIA,-38.3632275,144.7513372,Victoria,"93 Hughes Rd, Blairgowrie VIC 3942, Australia",ROOFTOP,Koonya Beach
411,Main Beach Gold Coast Queensland AUSTRALIA,Main Beach,Queensland,AUSTRALIA,-27.963,153.426,4217,"Main Beach QLD 4217, Australia",APPROXIMATE,
412,McMasters Beach Central Coast New South Wales AUSTRALIA,McMasters Beach,New South Wales,AUSTRALIA,-33.4967169,151.4114482,2251,"Macmasters Beach NSW 2251, Australia",APPROXIMATE,
413,Parramatta River New South Wales AUSTRALIA,Parramatta River,New South Wales,AUSTRALIA,-33.8344427,151.0923358,,,APPROXIMATE,
415,Taronga Wharf Athol Bay Sydney Harbor New South Wales AUSTRALIA,Taronga Wharf,New South Wales,AUSTRALIA,-33.845791,151.239746,,,GEOMETRIC_CENTER,
416,Point Sinclair Cactus Beach near Penong South Australia AUSTRALIA,Point Sinclair,South Australia,AUSTRALIA,-32.0102589,132.9882194,5690,"Point Sinclair Rd, Penong SA 5690, Australia",GEOMETRIC_CENTER,
417,Hardwicke Bay Yorke Peninsula South Australia AUSTRALIA,Hardwicke Bay,South Australia,AUSTRALIA,-34.8893096,137.4583528,5575,"Hardwicke Bay SA 5575, Australia",APPROXIMATE,
418,Scotts Head New South Wales AUSTRALIA,Scotts Head,New South Wales,AUSTRALIA,-30.7492859,152.9941554,2447,"Scotts Head NSW 2447, Australia",APPROXIMATE,
419,Middleton Beach South Australia AUSTRALIA,Middleton Beach,South Australia,AUSTRALIA,-35.5115069,138.7185508,5213,"Middleton SA 5213, Australia",APPROXIMATE,
421,South Neptune Island South Australia AUSTRALIA,South Neptune Island,South Australia,AUSTRALIA,-35.3295695,136.1183528,,,APPROXIMATE,
422,Whale Beach New South Wales AUSTRALIA,Whale Beach,New South Wales,AUSTRALIA,-33.6131448,151.3304989,2107,"Whale Beach NSW 2107, Australia",APPROXIMATE,
425,Botany Bay? New South Wales AUSTRALIA,Botany Bay?,New South Wales,AUSTRALIA,-33.9930374,151.175278,,,APPROXIMATE,
427,Pincushion north of Maroochydore Beach Queensland AUSTRALIA,Pincushion,Queensland,AUSTRALIA,-26.6476538,153.1031686,,,APPROXIMATE,
428,Carrara Nerang River Queensland AUSTRALIA,Carrara,Queensland,AUSTRALIA,-28.0211196,153.3618544,4211,"Carrara QLD 4211, Australia",APPROXIMATE,
429,Whitsunday Passage Queensland AUSTRALIA,Whitsunday Passage,Queensland,AUSTRALIA,-20.3518817,148.9572514,Australia,"Hamilton Island, Whitsundays QLD, Australia",APPROXIMATE,
430,Iron Cove Sydney New South Wales AUSTRALIA,Iron Cove,New South Wales,AUSTRALIA,-33.8642907,151.1583441,,,APPROXIMATE,
431,Whitehaven Beach Whitsundays Island Queensland AUSTRALIA,Whitehaven Beach,Queensland,AUSTRALIA,-20.2824324,149.038854,Australia,"Whitehaven Beach, Whitsundays QLD 4802, Australia",APPROXIMATE,
432,Geraldton Western Australia AUSTRALIA,Geraldton,Western Australia,AUSTRALIA,-28.7796535,114.6144452,6530,"Geraldton WA 6530, Australia",APPROXIMATE,
433,Seal Rocks Phillip Island Victoria AUSTRALIA,Seal Rocks,Victoria,AUSTRALIA,-38.5258967,145.0998211,,,GEOMETRIC_CENTER,Seal Rocks
434,Coolum Beach Queensland AUSTRALIA,Coolum Beach,Queensland,AUSTRALIA,-26.5276917,153.0736329,4573,"Coolum Beach QLD 4573, Australia",APPROXIMATE,
435,Suicide Point Point Leo Victoria AUSTRALIA,Suicide Point,Victoria,AUSTRALIA,-38.421,145.075,3916,"Point Leo VIC 3916, Australia",APPROXIMATE,Suicide Point 
436,Wreck of paddle steamer Koputai 6 km off Bondi Beach New South Wales AUSTRALIA,Wreck of paddle steamer,New South Wales,AUSTRALIA,-33.8914755,151.2766845,Australia,"Bondi Beach, NSW 2026, Australia",APPROXIMATE,
437,Mona Vale New South Wales AUSTRALIA,Mona Vale,New South Wales,AUSTRALIA,-33.67596,151.30653,2103,"Mona Vale NSW 2103, Australia",APPROXIMATE,
440,Lord Howe Island New South Wales AUSTRALIA,Lord Howe Island,New South Wales,AUSTRALIA,-31.5553263,159.0821211,,,APPROXIMATE,
441,Charles Street Wharf Parramatta River New South Wales AUSTRALIA,Charles Street Wharf,New South Wales,AUSTRALIA,-33.8344427,151.0923358,,,APPROXIMATE,
442,Neds Beach Lord Howe Island New South Wales AUSTRALIA,Ned's Beach,New South Wales,AUSTRALIA,-31.5180508,159.0648906,,,APPROXIMATE,
443,Browns Inlet Broadwater Queensland AUSTRALIA,Brown's Inlet,Queensland,AUSTRALIA,-20.9175738,142.7027956,,,APPROXIMATE,
444,Mutton Bird Island Albany Western Australia AUSTRALIA,Mutton Bird Island,Western Australia,AUSTRALIA,-35.0508428,117.692983,,,APPROXIMATE,
445,Eight-mile reef off Port Kembla New South Wales AUSTRALIA,Eight-mile reef off Port Kembla,New South Wales,AUSTRALIA,-34.485392,150.8995794,2505,"Port Kembla NSW 2505, Australia",APPROXIMATE,
446,Great Keppel Island Queensland AUSTRALIA,Great Keppel Island,Queensland,AUSTRALIA,-23.1262002,150.9744162,Australia,"Kippel Islands, The Keppels QLD 4700, Australia",APPROXIMATE,
447,Pialba Hervey Bay Queensland AUSTRALIA,Pialba,Queensland,AUSTRALIA,-25.2812998,152.8294091,4655,"Pialba QLD 4655, Australia",APPROXIMATE,
448,Honeymoon Island near Hopetown Western Australia AUSTRALIA,Honeymoon Island,Western Australia,AUSTRALIA,-34.9910116,117.3450292,Australia,"Honeymoon Island, Denmark WA 6333, Australia",APPROXIMATE,
449,Bernier Island Shark Bay Western Australia AUSTRALIA,Bernier Island,Western Australia,AUSTRALIA,-24.8504267,113.1381998,,,APPROXIMATE,
450,Honeysuckle Point Eden New South Wales AUSTRALIA,Honeysuckle Point,New South Wales,AUSTRALIA,-36.9640598,149.8899148,Australia,"Honeysuckle Point, Pambula Beach NSW 2549, Australia",APPROXIMATE,
451,Clark Island Sydney Harbour New South Wales AUSTRALIA,Clark Island,New South Wales,AUSTRALIA,-33.8626215,151.241028,,,APPROXIMATE,
452,Cactus Beach South Australia AUSTRALIA,Cactus Beach,South Australia,AUSTRALIA,-32.0835003,132.982204,5690,"Cactus Beach, Penong SA 5690, Australia",APPROXIMATE,
453,Gladstone Reef Queensland AUSTRALIA,Gladstone Reef,Queensland,AUSTRALIA,-23.8397556,151.2543694,Queensland,"38 Goondoon St, Gladstone Central QLD 4680, Australia",ROOFTOP,
454,Hinchinbrook Channel Queensland Queensland AUSTRALIA,Hinchinbrook Channel,Queensland,AUSTRALIA,-18.2921606,146.2440175,4849,"Hinchinbrook QLD 4849, Australia",APPROXIMATE,
456,Katana Downs Reach Brisbane River Queensland AUSTRALIA,Katana Downs Reach,Queensland,AUSTRALIA,-27.55,152.822222,4306,"Karana Downs QLD 4306, Australia",APPROXIMATE,
457,A pearl farm in Roebuck Bay Western Australia AUSTRALIA,A pearl farm in Roebuck Bay,Western Australia,AUSTRALIA,-18.0858333,122.2830556,,,APPROXIMATE,
458,Off Rottnest Island Western Australia AUSTRALIA,Off Rottnest Island,Western Australia,AUSTRALIA,-32.0063677,115.5073002,6161,"Rottnest Island WA 6161, Australia",APPROXIMATE,
460,Tenth Island King Island Tasmania AUSTRALIA,Tenth Island (King Island),Tasmania,AUSTRALIA,-40.9422858,146.9848558,,,APPROXIMATE,
461,Barren Joey Island Tasmania AUSTRALIA,Barren Joey Island,Tasmania,AUSTRALIA,-40.9422858,146.9848558,,,APPROXIMATE,
463,Line Reef northeast of Hamilton Island Whitsundays Queensland AUSTRALIA,Line Reef,Queensland,AUSTRALIA,-19.674144,149.1746224,,,APPROXIMATE,
464,Avalon Beach New South Wales AUSTRALIA,Avalon Beach,New South Wales,AUSTRALIA,-33.6302836,151.3297698,2107,"Avalon Beach NSW 2107, Australia",APPROXIMATE,
465,North Point Beach Moreton Island Queensland AUSTRALIA,North Point Beach,Queensland,AUSTRALIA,-27.0269755,153.4514741,Australia,"North Point Sunrover Campsite, Moreton Island QLD 4025, Australia",GEOMETRIC_CENTER,
466,Lipson Cove Tumby Bay South Australia AUSTRALIA,Lipson Cove,South Australia,AUSTRALIA,-34.2592315,136.2625804,,,APPROXIMATE,
467,Point Lonsdale Victoria AUSTRALIA,Point Lonsdale,Victoria,AUSTRALIA,-38.283333,144.6,,,APPROXIMATE,Point Lonsdale
468,Clifton Beach southwest of Hobart Tasmania AUSTRALIA,Clifton Beach,Tasmania,AUSTRALIA,-42.989444,147.521667,7020,"Clifton Beach TAS 7020, Australia",APPROXIMATE,
469,Tweed Heads New South Wales AUSTRALIA,Tweed Heads,New South Wales,AUSTRALIA,-28.1786656,153.5370011,,,APPROXIMATE,
470,Backbeach Halls Head Western Australia AUSTRALIA,Backbeach,Western Australia,AUSTRALIA,-32.5293276,115.6941929,Western Australia,"59 Halls Head Parade, Halls Head WA 6210, Australia",ROOFTOP,
471,Snapper Point Aldinga Beach Adelaide South Australia AUSTRALIA,Snapper Point,South Australia,AUSTRALIA,-35.2711799,138.44391,Australia,"Snapper Point, Aldinga Beach SA 5173, Australia",APPROXIMATE,
472,On board the Japanese longline trawler Fukuya No38 100 nm northeast of Brisbane Queensland AUSTRALIA,On board the Japanese longline trawler Fukuya No.38,Queensland,AUSTRALIA,-27.4697707,153.0251235,,,APPROXIMATE,
473,Bass Point New South Wales AUSTRALIA,Bass Point,New South Wales,AUSTRALIA,-34.5959607,150.9018394,Australia,"Bass Point, Shell Cove NSW 2529, Australia",APPROXIMATE,
474,Mermaid Waters Queensland AUSTRALIA,Mermaid Waters,Queensland,AUSTRALIA,-28.047778,153.421667,4218,"Mermaid Waters QLD 4218, Australia",APPROXIMATE,
475,Scarborough Western Australia AUSTRALIA,Scarborough,Western Australia,AUSTRALIA,-31.8980316,115.7715973,6019,"Scarborough WA 6019, Australia",APPROXIMATE,
476,Pelican Banks near Gladstone Queensland AUSTRALIA,Pelican Banks near Gladstone,Queensland,AUSTRALIA,-23.7833333,151.3,Australia,"Pelican Banks, Gladstone Harbour QLD 4680, Australia",APPROXIMATE,
477,Nerang River Queensland AUSTRALIA,Nerang River,Queensland,AUSTRALIA,-28.0042318,153.3708292,,,APPROXIMATE,
479,Goolwa Beach South Australia AUSTRALIA,Goolwa Beach,South Australia,AUSTRALIA,-35.5121467,138.7618244,5214,"Goolwa Beach SA 5214, Australia",APPROXIMATE,
480,Outer Barrier Reef near Port Douglas Queensland AUSTRALIA,Outer Barrier Reef near Port Douglas,Queensland,AUSTRALIA,-16.4844197,145.4606058,Queensland,"44 Wharf St, Port Douglas QLD 4877, Australia",ROOFTOP,
482,Greenmount Beach Queensland AUSTRALIA,Greenmount Beach,Queensland,AUSTRALIA,-28.1639838,153.547601,,,APPROXIMATE,
483,Dingo Reef 80 nm off Townsville Queensland AUSTRALIA,Dingo Reef,Queensland,AUSTRALIA,-19.1503846,148.3894903,,,APPROXIMATE,
484,Fingal Beach Queensland AUSTRALIA,Fingal Beach,Queensland,AUSTRALIA,-28.2,153.5667,2487,"Fingal Head NSW 2487, Australia",APPROXIMATE,
486,Fraser Island Queensland AUSTRALIA,Fraser Island,Queensland,AUSTRALIA,-25.2398229,153.1325243,Australia,"Fraser Island, QLD 4581, Australia",APPROXIMATE,
487,Kilcunda Victoria AUSTRALIA,Kilcunda,Victoria,AUSTRALIA,-38.5498,145.4761,3995,"Kilcunda VIC 3995, Australia",APPROXIMATE,Kilcunda
489,Shelly Point Tasmania AUSTRALIA,Shelly Point,Tasmania,AUSTRALIA,-41.4350928,148.2769946,7215,"Beaumaris TAS 7215, Australia",GEOMETRIC_CENTER,
490,Surfers Point Phillip Island Victoria AUSTRALIA,Surfers Point,Victoria,AUSTRALIA,-38.5092311,145.2817885,Australia,"Surfers Point, Surf Beach VIC 3922, Australia",GEOMETRIC_CENTER,Surfers Point Phillip Island 
491,SeaWorld Theme Park Queensland AUSTRALIA,SeaWorld Theme Park,Queensland,AUSTRALIA,-27.9572417,153.4255161,Australia,"Seaworld Dr, Main Beach QLD 4217, Australia",GEOMETRIC_CENTER,
494,Waitpinga Beach near Victor Harbor Encounter Bay South Australia AUSTRALIA,Waitpinga Beach,South Australia,AUSTRALIA,-35.6040077,138.5809998,South Australia,"Lot 60 Dump Rd, Waitpinga SA 5211, Australia",ROOFTOP,
495,Near Broome in Roebuck Bay Western Australia AUSTRALIA,Near Broome in Roebuck Bay,Western Australia,AUSTRALIA,-18.0858333,122.2830556,,,APPROXIMATE,
496,Half Tide Beach Evans Head New South Wales AUSTRALIA,Half Tide Beach,New South Wales,AUSTRALIA,-29.1086171,153.4217078,2473,"Evans Head NSW 2473, Australia",APPROXIMATE,
497,Off North Keppel Island off Yeppoon Queensland AUSTRALIA,Off North Keppel Island,Queensland,AUSTRALIA,-23.0737512,150.8987392,Australia,"North Keppel Island, The Keppels QLD 4700, Australia",APPROXIMATE,
499,Phillip Island Victoria AUSTRALIA,Phillip Island,Victoria,AUSTRALIA,-38.4898703,145.2038278,,,APPROXIMATE,Phillip Island
500,Moama Beach South Australia AUSTRALIA,Moama Beach,South Australia,AUSTRALIA,-36.1214284,144.7528293,Australia,"Moama beach, Moama NSW 2731, Australia",GEOMETRIC_CENTER,
501,18 km west of Bunbury Western Australia AUSTRALIA,18 km west of Bunbury,Western Australia,AUSTRALIA,-33.3209971,115.6383482,6230,"Bunbury WA 6230, Australia",APPROXIMATE,
502,Sydney New South Wales AUSTRALIA,Sydney,New South Wales,AUSTRALIA,-33.8688197,151.2092955,,,APPROXIMATE,
503,Shoalhaven New South Wales AUSTRALIA,Shoalhaven,New South Wales,AUSTRALIA,-35.0810677,150.4892292,,,APPROXIMATE,
504,Merino Rocks Adelaide South Australia AUSTRALIA,Merino Rocks,South Australia,AUSTRALIA,-35.05,138.5166667,Australia,"Marino Rocks, Marino SA 5049, Australia",APPROXIMATE,
505,Fourth Beach  Twilgth Beach Western Australia AUSTRALIA,Fourth Beach / Twilgth Beach,Western Australia,AUSTRALIA,-33.8873923,121.8418498,,,APPROXIMATE,
507,Direction Island Cocos Islands Western Australia AUSTRALIA,Direction Island,Western Australia,AUSTRALIA,-12.1887006,96.8293902,,,GEOMETRIC_CENTER,
508,North Head Sydney Harbour New South Wales AUSTRALIA,North Head,New South Wales,AUSTRALIA,-33.8332187,151.2804258,Australia,"Sydney Heads, Watsons Bay NSW 2030, Australia",APPROXIMATE,
509,3 km west of Rottnest Island Western Australia AUSTRALIA,3 km west of Rottnest Island,Western Australia,AUSTRALIA,-32.0063677,115.5073002,6161,"Rottnest Island WA 6161, Australia",APPROXIMATE,
511,Jan Juc Beach Victoria AUSTRALIA,Jan Juc Beach,Victoria,AUSTRALIA,-38.3460923,144.3099291,,,GEOMETRIC_CENTER,Jan Juc Beach
512,Gladstone Queensland AUSTRALIA,Gladstone,Queensland,AUSTRALIA,-23.8415948,151.2497708,4680,"Gladstone Central QLD 4680, Australia",APPROXIMATE,
513,Wiseman’s Beach Peake Bay Port Lincoln South Australia AUSTRALIA,Wiseman’s Beach,South Australia,AUSTRALIA,-34.5047222,136.0533333,,,APPROXIMATE,
514,1 km off Blacks Beach Queensland AUSTRALIA,1 km off Black's Beach,Queensland,AUSTRALIA,-21.062778,149.1875,4740,"Blacks Beach QLD 4740, Australia",APPROXIMATE,
516,Derwent Island Queensland AUSTRALIA,Derwent Island,Queensland,AUSTRALIA,-20.9866702,149.7855122,4805,"Derwent Island, Queensland 4805, Australia",APPROXIMATE,
517,Dangerous Reef South Neptune Island South Australia AUSTRALIA,Dangerous Reef,South Australia,AUSTRALIA,-34.8166667,136.2291667,,,APPROXIMATE,
518,Off Lodestone Reef Great Barrier Reef north of Townsville Queensland AUSTRALIA,Off Lodestone Reef,Queensland,AUSTRALIA,-18.6894696,147.1049521,4805,"Lodestone Reef, Queensland 4805, Australia",APPROXIMATE,
523,Green Island Queensland AUSTRALIA,Green Island,Queensland,AUSTRALIA,-16.7597228,145.9738016,Australia,"Green Island, QLD 4871, Australia",APPROXIMATE,
524,Leighton Beach north of Freemantle Western Australia AUSTRALIA,Leighton Beach,Western Australia,AUSTRALIA,-32.0245056,115.7503081,,,APPROXIMATE,
525,Parkers Point Rottnest Island Western Australia AUSTRALIA,Parker's Point,Western Australia,AUSTRALIA,-32.014821,115.5312016,Australia,"Parker Point Rd, Rottnest Island WA 6161, Australia",GEOMETRIC_CENTER,
527,Lancelin Western Australia AUSTRALIA,Lancelin,Western Australia,AUSTRALIA,-31.0454098,115.3532775,6044,"Lancelin WA 6044, Australia",APPROXIMATE,
529,Bribie Island Queensland AUSTRALIA,Bribie Island,Queensland,AUSTRALIA,-26.9861003,153.1325243,,,APPROXIMATE,
530,Cape Pillar Storm Bay Tasmania AUSTRALIA,Cape Pillar,Tasmania,AUSTRALIA,-43.17,147.44,,,APPROXIMATE,
